SN,Date,VCM_M1_FPC_UpCoil_Attach_MC_ID,VCM_Glue_lot_ID_1,VCM_M1_FPC_UpCoil_Attach_Staging_time,VCM_M1_FPC_UpCoil_Attach_End_Time,VCM_Feature_1,VCM_Feature_2,VCM_Feature_3,VCM_Feature_4,VCM_Feature_5,VCM_Feature_6,VCM_Feature_7,VCM_Feature_8,VCM_Feature_9,VCM_Feature_10,VCM_Feature_11,VCM_Feature_12,VCM_Feature_13,VCM_Feature_14,VCM_Feature_15,VCM_Feature_16,VCM_Feature_17,VCM_Feature_18,VCM_Feature_19,VCM_Feature_20,VCM_Feature_21,VCM_Feature_22,VCM_Feature_23,VCM_Feature_24,VCM_Feature_25,VCM_Feature_26,VCM_Feature_27,VCM_Feature_28,VCM_Feature_29,VCM_Feature_30,VCM_Feature_31,VCM_Feature_32,VCM_Feature_33,VCM_Feature_34,VCM_Feature_35,VCM_Feature_36,VCM_Feature_37,VCM_Feature_38,VCM_Feature_39,VCM_Feature_40,VCM_Feature_41,VCM_Feature_42,VCM_Feature_43,VCM_Feature_44,Results,Failed_Station,Failure_Mode,VCM_M1_Constant_Feature
SN000040,2026-05-10 09:32:09,MC_004,LOT_2001,10,2026-05-10 09:42:09,Normal,Medium,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,PASS,,,Locked
SN000041,2026-05-10 09:34:27,MC_001,LOT_2001,20,2026-05-10 09:40:27,Low,Medium,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,PASS,,,Locked
SN000042,2026-05-10 09:36:46,MC_003,LOT_2004,20,2026-05-10 09:44:46,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,PASS,,,Normal
SN000043,2026-05-10 09:39:04,MC_002,LOT_2002,20,2026-05-10 09:52:04,Normal,Medium,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,PASS,,,Standby
SN000044,2026-05-10 09:41:22,MC_004,LOT_2003,10,2026-05-10 09:51:22,Normal,Medium,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,PASS,,,Locked
SN000045,2026-05-10 09:43:40,MC_002,LOT_2005,10,2026-05-10 09:51:40,Normal,Medium,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,PASS,,,Standby
SN000046,2026-05-10 09:45:59,MC_004,LOT_2003,20,2026-05-10 10:00:59,Normal,Medium,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,PASS,,,Standby
SN000047,2026-05-10 09:48:17,MC_004,LOT_2002,10,2026-05-10 09:57:17,Normal,Medium,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,PASS,,,Standby
SN000048,2026-05-10 09:50:35,MC_005,LOT_2005,30,2026-05-10 09:58:35,Normal,Slow,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,FAIL,METROLOGY,VA_DRIVER_NG,Locked
SN000049,2026-05-10 09:52:53,MC_005,LOT_2002,30,2026-05-10 10:06:53,High,Medium,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,PASS,,,Locked
SN000050,2026-05-10 09:55:12,MC_002,LOT_2002,20,2026-05-10 10:06:12,Normal,Medium,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,PASS,,,Standby
SN000051,2026-05-10 09:57:30,MC_003,LOT_2005,20,2026-05-10 10:02:30,Normal,Slow,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,FAIL,METROLOGY,VA_DRIVER_NG,Locked
SN000052,2026-05-10 09:59:48,MC_004,LOT_2005,10,2026-05-10 10:08:48,Normal,Medium,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,PASS,,,Normal
SN000053,2026-05-10 10:02:06,MC_004,LOT_2004,20,2026-05-10 10:16:06,Normal,Medium,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,PASS,,,Locked
SN000054,2026-05-10 10:04:24,MC_005,LOT_2004,20,2026-05-10 10:09:24,High,Medium,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,PASS,,,Locked
SN000055,2026-05-10 10:06:43,MC_003,LOT_2004,20,2026-05-10 10:11:43,Normal,Medium,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,PASS,,,Standby
SN000056,2026-05-10 10:09:01,MC_005,LOT_2002,10,2026-05-10 10:21:01,Low,Medium,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,PASS,,,Locked
SN000057,2026-05-10 10:11:19,MC_001,LOT_2003,20,2026-05-10 10:25:19,Normal,Medium,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,PASS,,,Standby
SN000058,2026-05-10 10:13:37,MC_001,LOT_2001,20,2026-05-10 10:19:37,Normal,Slow,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,PASS,,,Standby
SN000059,2026-05-10 10:15:56,MC_003,LOT_2004,10,2026-05-10 10:27:56,Normal,Slow,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,PASS,,,Locked
SN000060,2026-05-10 10:18:14,MC_001,LOT_2003,20,2026-05-10 10:29:14,Normal,Medium,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,PASS,,,Standby
SN000061,2026-05-10 10:20:32,MC_005,LOT_2003,10,2026-05-10 10:32:32,Normal,Medium,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,PASS,,,Locked
SN000062,2026-05-10 10:22:50,MC_003,LOT_2001,10,2026-05-10 10:30:50,High,Medium,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,PASS,,,Locked
SN000063,2026-05-10 10:25:09,MC_004,LOT_2002,10,2026-05-10 10:40:09,Normal,Medium,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,PASS,,,Locked
SN000064,2026-05-10 10:27:27,MC_003,LOT_2004,20,2026-05-10 10:36:27,Normal,Fast,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,PASS,,,Standby
SN000065,2026-05-10 10:29:45,MC_004,LOT_2003,20,2026-05-10 10:37:45,Normal,Medium,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,PASS,,,Locked
SN000066,2026-05-10 10:32:03,MC_002,LOT_2004,10,2026-05-10 10:42:03,Low,Slow,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,PASS,,,Standby
SN000067,2026-05-10 10:34:22,MC_001,LOT_2004,20,2026-05-10 10:41:22,Normal,Slow,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,PASS,,,Locked
SN000068,2026-05-10 10:36:40,MC_003,LOT_2003,10,2026-05-10 10:50:40,Normal,Medium,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,PASS,,,Normal
SN000069,2026-05-10 10:38:58,MC_004,LOT_2003,10,2026-05-10 10:43:58,Normal,Medium,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,PASS,,,Normal
SN000070,2026-05-10 10:41:16,MC_003,LOT_2004,20,2026-05-10 10:55:16,Normal,Slow,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,PASS,,,Normal
SN000071,2026-05-10 10:43:35,MC_004,LOT_2001,20,2026-05-10 10:56:35,High,Medium,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,PASS,,,Normal
SN000072,2026-05-10 10:45:53,MC_002,LOT_2003,20,2026-05-10 10:51:53,Normal,Fast,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,PASS,,,Locked
SN000073,2026-05-10 10:48:11,MC_002,LOT_2005,30,2026-05-10 10:57:11,Normal,Slow,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,PASS,,,Normal
SN000074,2026-05-10 10:50:29,MC_001,LOT_2001,10,2026-05-10 11:00:29,Normal,Slow,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,PASS,,,Locked
SN000075,2026-05-10 10:52:48,MC_002,LOT_2004,10,2026-05-10 11:05:48,Normal,Medium,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,PASS,,,Standby
SN000076,2026-05-10 10:55:06,MC_001,LOT_2004,20,2026-05-10 11:00:06,Normal,Medium,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,PASS,,,Standby
SN000077,2026-05-10 10:57:24,MC_005,LOT_2002,10,2026-05-10 11:09:24,Normal,Medium,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,PASS,,,Locked
SN000078,2026-05-10 10:59:42,MC_BAD_007,LOT_2002,10,2026-05-10 11:12:42,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,PASS,,,Normal
SN000079,2026-05-10 11:02:00,MC_005,LOT_2004,10,2026-05-10 11:13:00,Normal,Medium,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,PASS,,,Locked
SN000080,2026-05-10 11:04:19,MC_001,LOT_2004,20,2026-05-10 11:18:19,Normal,Medium,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,PASS,,,Standby
SN000081,2026-05-10 11:06:37,MC_005,LOT_2002,10,2026-05-10 11:11:37,High,Slow,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,PASS,,,Locked
